contract_address,evt_block_number,evt_tx_hash,evt_index,inp_sender,inp_owner,inp_tickLower,inp_tickUpper,inp_amount,inp_amount0,inp_amount1
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12376729,0x125e0b641d4a4b08806bf52c0c6757648c9963bcda8681e4f996f09e00d4c2cc,106,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,191150,198080,345073104699360,2995507735,999999999871526563
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377035,0xa564ea4677bda271bbb2eebec9774577b9b101c46eafa73727a9f0e222e77cc0,195,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194990,195010,25652705721581,1000000,145737680853531
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377266,0xef93747acabe06ab11f663321f0de466bf9ae35888baf7bd9f6baad12e90037e,286,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,186730,195460,447994594415865,598469729,2599999995846641821
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377308,0x5f066eb8fefba0d1b491ffb924b708dc24158192a77fdb92db01f0aab3eed0ef,355,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194660,194990,3508224747038658,3405610348,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377327,0x5184d8d442ac1696e9f7fb89c31db8c1de8ae9c80f3e9dd8f2c9990c0b32a579,105,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194640,194660,35118767990408024,1549658850,151652526935341123
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377429,0x112f8d32c821a10d91d333738b7b5f5db8ce19ed7c7d7bea5fd1d5f20f39816e,37,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,193380,196260,4828391768114933,22181745033,4999999999799242017
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377645,0xa0ef29c71238e5d91bf4427b242c860e5cfd89d75d2a4ff1cd036da0ef1a3aee,294,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,193380,200310,1092382261109467,15454577376,1282710509619309034
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378038,0x6e310ed13ea72d30bff67a919754c027cec654a174c8557e444cb6006ffb6659,326,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194750,194790,1499570648517615,167201379,2790710881979345
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378075,0x16321f1e501c0411c2d26bfc6c6e40fcaf5ac8f4f6e96850f39d1a8a6e48ce83,156,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-46050,414490,3068914230032,181389532,51921516403623349
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378260,0x8fc80d2d648112f340b42f1e76c3ce7f52b6c61f10f7304b713d9173b75627a4,211,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194720,194840,38466559516912,10000000,1033365407263396
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378416,0x52fc52394a8b0c7782f105147fa00099f0d0c3e494f25ba0ea54a9be962a67f0,259,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,193380,194830,14688771335513,264647,17386686370896311
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378448,0x9f6682cad43852f4b9921f0ffc5f0ecfda10fccb981665c877e60bedfbe3fd2b,160,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,343580,345410,16506652945736045,50000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378484,0x1da086802193aea787e3eeefa38458244d2abcbc544ef574f376997a04de5ebd,326,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,191770,196260,400177617732153,1676886465,949947102876346010
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378576,0x920fb9807a3bf3f5a7b77f2e74003ab8f16f475ed98928af48bc90fea4580539,215,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,343580,345410,209568465799064,634800,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378597,0xbda79ac68c629aae47f9816c4dbd6178af6869d98f9fa5ee38b51efa96e6360a,194,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,276320,276330,2000197335909935,1000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378833,0xe8e20bc0815b3f83e321f4e7e9f21d4b52099671248c35d620ee4d2ecc8eb5c5,314,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,189320,200310,12206894935807,171981388,49999999837593966
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12379003,0x8cfdd502feb2356916d19e96b469ffd8e721ce72fe359fcefb7f16eafe31b55f,269,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,191150,196260,44311362165068,179590847,126674935761334611
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12379275,0x82fb57235c96c1303b7fde2e824b66d232592f63019b87498bfb716f6d2bea8e,230,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,184200,276300,17409290878,1000000,123937558673417
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12379390,0x3af019304a30abc54fe6d984e7b95a922b2c58e28fae9ad16d85e770855f4b70,243,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,223340,230270,96598418924930,400000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12379639,0x46e8be19c3ab55ad071fcf150b756655250394b4699d054927579c9f0fd02e84,36,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,191150,193380,599444845527172,0,999999999999998411
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12379648,0x78fb4407aa9ae628a844ace0d19133365f50d1f77de3716d2f74d2bf8654c334,69,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194900,194910,66651400156776,1000000,277389685921733
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12379655,0xfe82b225c33d5cdd969401fa86e2456e8ea80692ea768529425eeae0aff5b1b4,161,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,186450,196260,67994622691286,261022394,399999999318196016
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12379712,0xade5951380c0da37f753eff7e1694b7e9b9090efe7b5fe22cdff32dc6dede161,161,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,193640,196160,2755116590594920,9925825606,2850474036340328452
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12379813,0xc1923747a12b87870bd5f2d8cb15fd7a4344f2fe2e8b0939b25500c1919d9ba7,133,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,192570,197360,16071879483136801,107809039770,30505946835763097141
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12380068,0x10d11fa642194dffbcdf0df4914ae5cf2681a15c58afa50ec1d78ecf7327e5f1,119,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,191150,198680,34146802946959,343286553,99999999819507422
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12380121,0x96d1e23a5256f71ba05307bd2ac8c9f1ce658ebcf500d2ab6326a382042cfac6,234,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,180160,210810,18467115472546,600000000,162505445932237954
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12380147,0xef43878995befba625acdfb14c1e5652ab979493a30b83da4dbdad657139dca0,409,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,184220,276320,1783269251833,102842530,12558155741449407
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12380151,0x1a32868ad71f610e4428a26292adb4001161caf3296e35972760f812081b5594,302,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,193140,196430,2617554277369521,11444498607,3719345829083283805
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12380293,0x1767f0e720ead3e0fefd2f94ced48558d83ae9a7ed4b8495399d064152700aa7,120,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,276320,357790,1017111148,1000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12380458,0x4356d376f012799604c6161cd694d26889f30cf213b4628a11c44ad6b1bc61df,282,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,195010,195030,4413124697142819,257116967,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12380465,0x26de2dd1e73a1ca56b93dbcc42175b585e372a1c1e0d5d50ec93f8828920e97b,99,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,354570,359260,47845114297170429,200000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12380625,0xd73607b03523d8e59e377a36183afdf644936018d1d0495bac67b0c190ae4c3c,114,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,318320,345410,1760538380457838,159996000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12381057,0x83eb05565297b63fcaa2684deadd97b669009a1598f98d2916e27e78812c2f2e,156,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194680,194850,1312727855086161,308800020,99999999922400079
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12381057,0x41f55cf10f52058f4d151a06158dde3f6ab164d2b86e43c2908ae248d65976ce,162,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194680,194850,1312727855086161,308800020,99999999922400079
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12381057,0xb035f78616c734ffaf0baa383a3c313b876f1d2fad60d62678e8c07c90e44a7a,168,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194680,194850,1312727855086161,308800020,99999999922400079
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12381088,0xb21211528005d739f6b76bcb5d6983c30203af305de17091ebf16f9e6b99b78a,317,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194590,195040,268446570641767,180283740,49999999962767284
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12381089,0xcd65637edde896fa87a4cf2c2a5ad5f15693a43f59e41290a6eebe33926d1b6e,319,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,193380,196260,1229267491509097,5059530153,1441137535239285537
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12381090,0xd45de2b71ac60e900ce18739e349c0b4ce5f6bccb6a4531caf4821cf23b9c22f,174,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,187920,217920,75916542054248,3062156876,375768790012083304
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12381368,0x65ae93645c92b267cc28b2976370c488a280c4587d39661822ee473fdb7fa488,62,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,276300,276320,2998046644224003,3000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12381408,0xbc33df0002362bb1f45c6809906944dc5896546c2e8fbe183a4f34a3fbbb0249,212,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,193630,195610,14435552699797257,39676621748,12227617820660040022
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12382455,0x2a71833c89c49adbfba8bfb495f5aca8f11c50eb939e36943390a17dd1a95859,334,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194590,195170,7601027348307769,5991826415,1989209226410271920
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12382536,0xe00eb87df71f9f19361cebb810ea6c75d068c360e32609fc3cdc104b70a2fdbf,47,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,184210,194800,1433017637853446,0,9999999999999996422
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12382631,0xc9676a5916169d94b4f44b1c9c7dd75e94ed21432ed5d8234c982c1af18ccaef,315,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,95810,95820,830863045158786350,0,50000000000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12383428,0x6a35bc140d173734a4784dac9d185a548de317ce1799d92f8f9b1ad141124635,115,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,193380,196260,2207735576473218,10129997451,2289719285381771880
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12383521,0x95be02151466dae951b31b86bd1a62a263f8362b3048e39570fd2e2fa1bdef78,155,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,193380,195930,29245817246894,105274073,30978269487823959
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12383634,0xacafb62229665a8632021d94bc7bd369e36ab709b05aeb32e92cf4db4a8efeeb,56,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194590,195170,8793618319213550,12000000000,840702628678254562
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12385024,0x67619b799ab3c8bfe39e02f6c108786f8d1c749108ee6d6f0a2f9fe3b453979f,154,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,391460,414490,11099171960,24,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12385123,0x657a0b341504539b533f04693244d7a39661f2f277b63da5fd5fc6962fc6b7d0,206,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,344450,345410,3216578076775223,5000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12385806,0xddeee0b1d3e3bcb8d62594d42e81394ccdabb3140442eb808eede8d33515a320,73,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194480,195190,151823369986408700,141257177645,49999999999837722322
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12386093,0xd1cb836fa0290aae9dadf96490ed7b22af4778b1809c320ddad05b1419e32318,29,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194880,194970,151573708324872,5634901,9999998562148344
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12386156,0xc76210bcbad6db1257c4a019f905f8d0340b7b738e081fd760970ff3024a1321,12,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194430,195300,101407581099750,101000000,45052821011537051
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12386159,0xec5aa6a1ede6cd15208b12534a27cf45c9866998365a2644ab2122edd66ca888,68,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194860,194960,159292427699972,12290691,9999999900524421
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12386223,0x3ebfc88703e36103e601e5bae5301795e10163599d78182a8406a42cf54a2da4,38,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194940,194970,2341564065500339,100000000,30795276084377886
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12386301,0x50f214bba6a9e956409a1b4ca16d467a0079d032d5ab9969482ab94666f04bb4,288,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,193380,196260,1308603346462,4959855,1657778303646728
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12386315,0xc5fff1598281f03968b197adc3baf3dcde117e743089aaca177f9b85f0202755,83,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,193380,196260,7851603071138,29576228,9999999893815458
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12386319,0x1bbe6d43c0a18be7fbfae27c11d26f9386e8e2a552bfabfdc3aec781b0d752c0,166,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194490,195280,669456668780440587,703747735991,241861125016691106823
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12386586,0x6c9182a9aafd688c9bdb7558e43a637f31e480d09a8fea5c49e382b457dbab85,235,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194350,195200,1406872423671,1497823,572651377833133
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12386618,0x972c1c3bdd4b423dd41a9850208b8587351ffd757abb6ac0b62b291f5953e949,87,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,189320,195610,24561143529367,57150568,99999999130033417
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12386880,0x26ee2afc7e74d50e65779f841d5f6f4d6f9b2e4541e3270aa42aefc2828df943,221,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,192200,203190,149019572779,2988215,313974699174713
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12386899,0xc395557baa02924cb9b4907ed32eed77a7b94770a21b8e1428ae74ff87690de4,67,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,192200,203190,149460537063,3000000,314052257875678
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12386928,0x9e70098ca57f2aef21dad29ce0d4906a0d52f4c0aaf9ef57bf8c1751a74ffff5,196,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,192200,198080,341281215234,3000000,717994898832897
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12386950,0x498408d67127c18873076ec82370d2d558f2b56c900aba8b78a236ade3593770,301,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,192200,198080,341502467526,3000000,719023154168170
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12387027,0x6c1159d54911a9f1fdec5e0abce567e937f59d297138cc4381995726afbc8ea0,224,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,180160,214170,5508146840576,200000000,48902811045132160
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12387043,0x18df1997472ba8890bf8685aa10fef64f712c1c5059756daf987958081a1c78b,365,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,192200,198080,345457791870,3000000,737423469751207
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12387312,0x42c77beaddd6ef40e18f35d5378b7b75a81995b61f993948833882be5324f01c,121,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,193380,196260,1583511074858419,6971601376,1726096173323449831
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12387806,0x948a969a425185cc6651061768178d23df22fbd5427f9804e42f5531e274affd,287,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194490,195280,156563240834701354,250000000000,31887731109761191905
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12387912,0x0f0fab869faf08e9a532597f6e25a603c9d7d51f62d3c2fd0fc9062c4e998f8e,186,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194670,194690,1093775182336858,29679974,9999999984743953
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12388092,0xadb4c448750c2a19a9c711d6934bde14debfa1ec58cb8567f0c64061738212b3,156,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194360,195220,509757247476,999534,81409737705659
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12389342,0xcc9a88762224577a19be30a335787e1dc098d2a1b1c2412cefd59f8bd0cab246,107,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194350,194890,207091977392831989,126718189292,57599999999878847016
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12389364,0x1861d01c48314075e81366a91c2a0a2c31e34fbae74af40e961b0a7e2f756949,37,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194350,194890,31444412881020108,22380000000,7853301833740461747
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12389490,0xc6fa9d1a85d8a16b4cc5a1a7ff46231b8e6ef2a8a005af8a2e0db61fc0a1b8e0,373,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194350,194890,2030088825490339,1013144901,629999999749070122
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12389533,0xc5feb5cd2c29c98cd578ce38c9392c457777f39198fae383e093d56aa28c51ba,75,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194780,194790,29463625479839562322,868447198726,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12389792,0x7dff055865639b16366f54adc7b8f5359a412a90a13a7a6d92990c039b1f103d,226,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194760,276340,59721964598154,3465542786,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12389800,0x0ee86fe53be508ebbad5ca938c1a4a675d56a6e5b6b262655eae64ec38ea6595,294,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,190190,276320,76522080576241,4443117421,264010236702425177
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12390341,0xd8d0a5f427fad99e3e03f0f67183ef00d37602ff26b4994c42aed900e2f62955,235,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194790,194800,931490015694351,10078818,4999999588822567
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12390665,0x680abaa8376863c239581101ff19b145743d91ae9732eaa94bf57c3310e4096b,267,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194600,194630,1121321520802207,100000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12390676,0xf9155408d605ed32252d618aa130c47ca769e41b0b660f938651d118b9ed5953,326,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194160,195000,424320905080867,500000000,155142673584881074
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12390979,0x6a128831d4af9138042877283abc6c3812526208b246eed29e2aa5cf268c96fd,194,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,192200,205420,604856968876,14992509,1162082927920845
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12391024,0x30cfbec36ec81f76c285dc0447433692d3931e190f7ea7fb9b5c4461fbecf5de,269,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194280,194690,3628311494336720,855500026,999999999872420919
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12391053,0x2854967f1f70f886269e9cc145eaba1256931c25330e4cf66a745c3e01193054,137,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194160,195000,260600106668692,290393740,99999999901688253
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12391184,0xd210325da4bb2194c61e8e0dda60207e2af3312442da01b3e80f4649ae9f16a4,186,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194430,194710,194408905116698,55140664,29999999688034643
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12391206,0x5108f9c3330dd63941cb12be3c836a05abecd38780abb01fc2142fb92dcd15c3,225,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,189490,199820,6947332796028726,94176549352,26545262521066870356
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12391453,0xc218d4075f2f4f9c5bff1cfa3a6f62dfb4eb76a9bea1eaa8339ade7332cff835,180,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,358040,358080,297698757815726047,10000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12391534,0x64e7b7ad46fdfe89bbd48d32cd36d79f5e2db4db2b0feb33eec5a2b39b1ebd2d,67,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,194380,194730,13597437582957086,8034423598,1713729934626970354
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12391962,0x49ea1d101bdbb900a3d7287816fb23f1d7a9eea52b62f94c89c8b96bb740917a,400,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,175050,207240,19728818597513,549849591,206828873353106075
