contract_address,evt_block_number,evt_tx_hash,evt_index,inp_sender,inp_recipient,inp_amount0,inp_amount1,inp_paid0,inp_paid1
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13572762,0xe74e29008d2bfb23c0e40eb73ba7b4fe8b1b1a03bd283cb7a7be9f3b5ee7d20c,529,0x6cE63AdaE391eeD147BfE9629dF829C1e784D11d,0x6cE63AdaE391eeD147BfE9629dF829C1e784D11d,0,361196616645987400000,0,180598308322993700
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13572763,0xc79a70ac73e9b1055e128a6070c1824d8bcc8026fd92b76daf1d1f589ee11f20,123,0xbC5aF2593E15cd407C226bE0f39bc238D227D6db,0xbC5aF2593E15cd407C226bE0f39bc238D227D6db,1057688388217,0,528844195,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13573952,0x901acd9bdd932df929d6ea1e1e760c9aef41b719831ab048224308a289975d23,257,0x3279B900730dF096Ebff1182db30915E524e4d9C,0x3279B900730dF096Ebff1182db30915E524e4d9C,0,19457999999999,0,9729000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13574439,0x94d9a3fa6883035b4d850fdbba3861e89b5022c9cff9b3bcb280dc17af7c7be2,168,0x6fFA1d0bC94d7360044E60783eb56a2cbB4eF186,0x6fFA1d0bC94d7360044E60783eb56a2cbB4eF186,261405147895,0,130702574,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13574624,0xbe2840e5d69fce254d5da91479f56ef880ec0661d08a9247bcf28ef4e8afa71b,290,0xa679c2fC1f22c2CD2e024127BcF9B2E8FB7DeAA3,0xa679c2fC1f22c2CD2e024127BcF9B2E8FB7DeAA3,120271070281,0,60135536,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13574739,0x0e000c8d266392f09d55b3549a34f2425b1ca23127624f8cd593bc80857b8ef1,288,0xcC6831069d1c8259eaAbAF8F6Ddf4382E4a07Cf7,0xcC6831069d1c8259eaAbAF8F6Ddf4382E4a07Cf7,0,39209766129125350000,0,19604883064562680
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13574789,0xddaa4d4d5eb89d0db797f6c83725df4d3345b5847c9fc25c92b12701d4f32ba9,397,0x29A6399845ABcEf38B95bd9550D5CF870c8AC28f,0x29A6399845ABcEf38B95bd9550D5CF870c8AC28f,200000000000,0,100000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13575218,0xf5f6146b611930faed12256dc584df9272333f712efac76e64f90e542dcb6967,215,0x92633b21c143b937B6E78d8eCb17026b4ec7DDb5,0x92633b21c143b937B6E78d8eCb17026b4ec7DDb5,119056000000,0,59528000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13575436,0xd858dfb24622e17f32291282f9968fe4fbc3073aaad6ca62f8d0ba10d02e5035,593,0xf9e5EAF77F95c8f121937582427F0B7392C33f85,0xf9e5EAF77F95c8f121937582427F0B7392C33f85,0,8779047520000001000,0,4389523760000001
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13576113,0x8b08e17d75968b04f98ac2d0af469d9c226a191a89d5dcd3fdb9ea63953d5f36,279,0x370Ec00D4fADc2b77387E62C23a3c7fCeBaa71FC,0x370Ec00D4fADc2b77387E62C23a3c7fCeBaa71FC,117652000000,0,58826000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13578387,0xae8b95a54df0f336d93f1cc07498ebe9f5743adcaac577557558be39785b8ec0,93,0x6dF2752BFBD09736323D2fE345dc013061821599,0x6dF2752BFBD09736323D2fE345dc013061821599,0,1.6e+21,0,800000000000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13578437,0x34bcf5e2d8c98c3b973cb142d9987790f06c54e022e6d73d156f54bb8ef077c6,85,0x6dF2752BFBD09736323D2fE345dc013061821599,0x6dF2752BFBD09736323D2fE345dc013061821599,0,1.6008001023026256e+21,0,800400051151312800
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13578542,0xf3756b7c16fdde0484dfeb75955da2e96915e130022d1627983a94fcdc5a4f7e,373,0x095239d39De22Db2b898F48A8c6d95A73aF42676,0x095239d39De22Db2b898F48A8c6d95A73aF42676,900204000000,0,450102000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13581134,0x27d663393b055de6875c923af1f5e6877fca06adc745c3b055f162a03be29a12,205,0xcC6831069d1c8259eaAbAF8F6Ddf4382E4a07Cf7,0xcC6831069d1c8259eaAbAF8F6Ddf4382E4a07Cf7,0,60778502895608030000,0,30389251447804016
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13581191,0x1de732f50329360438191c3c159f16d6ef6e3c733505fae990c867bdaf5608e2,47,0x4695AEF3106dfb63f71baA641D5fd9cd9f052460,0x4695AEF3106dfb63f71baA641D5fd9cd9f052460,0,30625000000000000000,0,15312500000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13582019,0x55a018e82993ad4d29cad8411e3457d9c5ff19cdfec5d9cf2a262a00c0e85ea2,287,0x3Fb2516DCBA72BEA50E9f154Ae0F49Bc155eDC9c,0x3Fb2516DCBA72BEA50E9f154Ae0F49Bc155eDC9c,0,1.272e+21,0,636000000000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13582100,0xd079a9903e5ba5d95223616b42103cca5398d605628ddabf84c71fdd5b2fdcba,369,0xf51a49B431b3f54aEbF1A8F5B93470cdA10c41a6,0xf51a49B431b3f54aEbF1A8F5B93470cdA10c41a6,0,990000000000000000000,0,495000000000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13582153,0x2108b530727fc726979223f6e879fb18cbd6e6125dd7e4ada9047c292dc814c0,505,0xf6d2d3D509B912887082F2517bE7C4e2c46BDa68,0xf6d2d3D509B912887082F2517bE7C4e2c46BDa68,401356000000,0,200678000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13583042,0xbdd620fabb058232badb45e498e3a78af83ce83625a66b25b77aeb959d0efd60,160,0x5E1ebCC0A777a643170476f8DA432809B3a9939a,0x5E1ebCC0A777a643170476f8DA432809B3a9939a,212932000000,0,106466000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13583940,0x9325b7e0035c37ea3c8661eac72c274738c47c7e8fa0500751f4ca2bb07a6732,179,0xf3D58beba8202410579E654b1fB06DE0fAd56895,0xf3D58beba8202410579E654b1fB06DE0fAd56895,0,280560000000000000000,0,140280000000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13584315,0x33c2a2d8d7d52b8bc07caf7a56f677ec756c125432cd59d3344a846058842a83,257,0x1202C181F1F1658a33Ebbaa74a9728209D7BE12E,0x1202C181F1F1658a33Ebbaa74a9728209D7BE12E,57172000000,0,28586000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13584724,0xaa327478bd128ee40591ccafb82209233ad59f3235a5cba30497c65f3c64fb4c,278,0x5138dc01AEFD696944cd71554f1452C29A4039f5,0x5138dc01AEFD696944cd71554f1452C29A4039f5,1600000000000,0,800000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13585167,0xfbf41fbb8ea2ee39aaf6dcb5cb555923b1092226fcb3c681881302db6c1864ae,192,0xD89E8eE88F055111D7BEA99D5353549Ca70feF93,0xD89E8eE88F055111D7BEA99D5353549Ca70feF93,998429369759,0,499214685,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13585361,0xc19e9012427c4f228de3d41aae825d658e110a6c65854440353b837e6394c80e,56,0xfbfeB8697F585E23D275D7DE40a95551cA1c74e1,0xfbfeB8697F585E23D275D7DE40a95551cA1c74e1,70516000000,0,35258000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13585412,0x3c042c31ed8441b5cfb0835e044c50e2016bca4c3ec749709aa66172f117beff,300,0xdf7059Fe88Cdf1ed39ce78D1C3D3ec8E4aabB57B,0xdf7059Fe88Cdf1ed39ce78D1C3D3ec8E4aabB57B,0,160000000000000000000,0,80000000000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13587520,0x74cd396f6bf611ba7bf429602af524080736af17229f1cac8b1055d4ab3bab25,288,0x92633b21c143b937B6E78d8eCb17026b4ec7DDb5,0x92633b21c143b937B6E78d8eCb17026b4ec7DDb5,119147534869,0,59573768,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13587990,0x1797845d216552c4f7035ac0c78e28df0833d20059187f73c1dc48b7e189345c,189,0x3f9a00A9413DC2812DeCd5d783E9Bf20b0081B4D,0x3f9a00A9413DC2812DeCd5d783E9Bf20b0081B4D,400000000000,0,200000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13590626,0x00716e4495bdd1f12f444c312859c707b769ae82f52c8c569d27121902fdb50d,396,0x3Fe5d960E09a589318373C42e45895FBd11066aa,0x3Fe5d960E09a589318373C42e45895FBd11066aa,8428000000,0,4214000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13592141,0x27c48673d8817ea4f321fbee9d610a5cc61d034d02770eb7cbf561d5222f7f64,267,0xD89E8eE88F055111D7BEA99D5353549Ca70feF93,0xD89E8eE88F055111D7BEA99D5353549Ca70feF93,1999206842849,0,999603422,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13594060,0x5ad5346f4d8474a634848128accba8b31018ebada751933afd812733652d55d8,504,0xcC6831069d1c8259eaAbAF8F6Ddf4382E4a07Cf7,0xcC6831069d1c8259eaAbAF8F6Ddf4382E4a07Cf7,0,52155626368654480000,0,26077813184327244
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13594152,0xd306893820f39471b96366e553b3d4e0e8b5d811a60af1e46955781bd4ac7bbf,342,0x744574c1814124b86cd642d9E6a24dD0A70e920B,0x744574c1814124b86cd642d9E6a24dD0A70e920B,158480000000,0,79240000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13594780,0x9e9e8df22fbd6b05e8f4a6293d1daf20a0d05ee588c251271dd18993c5b84493,123,0xb5293D10796A4deD409D0472a5fFB80c9735970f,0xb5293D10796A4deD409D0472a5fFB80c9735970f,5813256000000,0,2906628000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13595724,0x5dea23d77980035b497aea427db9950645d2918836b735f4f43c7465e760e3a3,218,0x5E1ebCC0A777a643170476f8DA432809B3a9939a,0x5E1ebCC0A777a643170476f8DA432809B3a9939a,213095523781,0,106547762,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13596090,0x243b3804f55e1a7e3a3f74c3d158b295cf02bb0a5d0c8c8fc8d16cb365c64460,52,0x7Afe29Cf4e1Cc1bf1CF8707F5299195c06fF0eC3,0x7Afe29Cf4e1Cc1bf1CF8707F5299195c06fF0eC3,187509240000,0,93754620,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13596305,0xbcdb3f5072241c8bbe2a21ea7c3d0e68f1878a1965d24312bf441d0c45c3f2e0,243,0x185a3e31CDbbCB0e1ef0806b57e6A4e0D00fa132,0x185a3e31CDbbCB0e1ef0806b57e6A4e0D00fa132,59397000000,0,29698500,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13596344,0x6dfa18870fedb7713da8f696b37c5b0ff3bd6077c582b74ac9b9b5b1addd0ade,330,0xc7E1fde574f313D3eDfa1dE3d52ce1b3a1c20e3B,0xc7E1fde574f313D3eDfa1dE3d52ce1b3a1c20e3B,0,24000000000000000000,0,12000000000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13597296,0x59b14e17581e6ece07a794d0f1b22a20a14a14b3355b8b285b57e1fd67187deb,422,0x919F8C34609820d5078eEB1F7275D5504bfCCb46,0x919F8C34609820d5078eEB1F7275D5504bfCCb46,57959999999,0,28980000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13597964,0xa082adddef9ca0dea616ea2515f2767bacda2cda664647ba7f5d230504a80273,15,0x00000000bC86D3681b2C13670B6f0ba9A4B3e318,0x00000000bC86D3681b2C13670B6f0ba9A4B3e318,0,5286979228687320000,0,2643489614343660
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13598129,0xcf684409a094609df6f9814edf560f81c108d98d24fdbba69c246ee6cf343ed3,184,0x7729BACc5F053114644FcDA6e2ac74fb4d004797,0x7729BACc5F053114644FcDA6e2ac74fb4d004797,39940000000,0,19970000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13599668,0x7ce089b371abd2e152ae28a5cafee72aa0e6a1681a1d1fdbf4ceb1714e3a364f,630,0x4695AEF3106dfb63f71baA641D5fd9cd9f052460,0x4695AEF3106dfb63f71baA641D5fd9cd9f052460,0,30641128626116792000,0,15320564313058396
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13602029,0x33c90a37f8554064da3f74e1030712845b1ded9bde1ecfa9f85850085df1af45,480,0xE7867C4333ca1989D09120E67430DA6EeFcd2b78,0xE7867C4333ca1989D09120E67430DA6EeFcd2b78,0,227767169693399970000,0,113883584846699980
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13602336,0x05e292b7ce915e27cde2551a53bc1e399aeb21a88243201116950d4f1570cc86,113,0xA48236b2e7D187dd389518cc1FD4de22F6fFbC43,0xA48236b2e7D187dd389518cc1FD4de22F6fFbC43,62099999999,0,31050000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13602654,0xe95d91c93b21a0444f4507cc21b6f0262001ecf713e64546fb1b796b6fdd0b73,191,0x00B4C9C280c5d35b38142939EDD2d55eEC78AA1B,0x00B4C9C280c5d35b38142939EDD2d55eEC78AA1B,764999999999,0,382500000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13604178,0x63bdabd96bb02f8a0cfd27360ea9eabee5e4db1dcf8f2cd0146c1f62ee117041,318,0x848022D7C22C678Cd0285D7a3238dE7F0203e10F,0x848022D7C22C678Cd0285D7a3238dE7F0203e10F,281250000000,0,140625000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13604726,0xf14b9302fa932009a8cec56e2042f989b804c7b482ab9a8374bd2bfe0d45e3e7,133,0xe74A7FE815d950906b4f52745144f3e2Fe480751,0xe74A7FE815d950906b4f52745144f3e2Fe480751,120104915690,0,60052458,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13605896,0x449537fecdb78d572ec987ddeb6c4a7e0b657eb7988e56f8adab9d5f3c8bf676,268,0x919F8C34609820d5078eEB1F7275D5504bfCCb46,0x919F8C34609820d5078eEB1F7275D5504bfCCb46,57997622785,0,28998812,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13608767,0xd4055e8b424f5bdd924d990176cf6d828947d1e8c4e791f55789bf9fc5b65e16,389,0x848022D7C22C678Cd0285D7a3238dE7F0203e10F,0x848022D7C22C678Cd0285D7a3238dE7F0203e10F,281412927650,0,140706464,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13609202,0x5f451487089cb96749128562cd6a9aaa12c68b5086bac954266a33bac565c4b5,505,0xD0Cdc70e9Ad1Ab1022d632b586d7F18B7DCe3883,0xD0Cdc70e9Ad1Ab1022d632b586d7F18B7DCe3883,0,339290952449999960000,0,169645476225000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13612425,0xdb7972756d68ba42b18bccb450e157816764c4029307f0fb890758818244dee3,567,0x8E169A6F42e8426f124223BeC51C3Ac0D5c7F4fa,0x8E169A6F42e8426f124223BeC51C3Ac0D5c7F4fa,0,41400000000000000000,0,20700000000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13613671,0x6cb27dc1ce78c9ddbc871def27b4b302b5d020f269bb0dcd6b5c45fe74adecce,377,0xf749c9414732C02b39f506C648398FBDf79aeAec,0xf749c9414732C02b39f506C648398FBDf79aeAec,79600000000,0,39800000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13613767,0x1d9c2bf9fc599f75e90e34364725f026d621914bec2b0a3eb46fc1e9172c62b3,341,0xB7c3cFcdd615A1D117481C4baA0F08A80E137A0c,0xB7c3cFcdd615A1D117481C4baA0F08A80E137A0c,0,258740605024574640000,0,129370302512287310
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13615118,0xdc09320408ec28d9f5b9c99e227327c911939cd31a1e7fa363d0d497bbc58f9c,37,0x4317D2fEb3014cf7A92Fe39a42BB1580bb805e41,0x4317D2fEb3014cf7A92Fe39a42BB1580bb805e41,0,1.3238500000000002e+21,0,661925000000000100
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13615238,0x2edbfdfe01fbcd50d853f3756a6583bbbbd45ed9b740a27d8de20b2eb62e5f5e,363,0x4317D2fEb3014cf7A92Fe39a42BB1580bb805e41,0x4317D2fEb3014cf7A92Fe39a42BB1580bb805e41,0,1.3245122048734454e+21,0,662256102436722700
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13617369,0x43ec884eb91bcf7da8f4bd60dff40bf469a9ac6ca22311ac1c3052ddefb4ef3f,312,0xe5391B8705A521532e5b6312dccEa12eEBEF450a,0xe5391B8705A521532e5b6312dccEa12eEBEF450a,889599059999,0,444799530,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13618884,0x3378dcf16ec8c2d46a7d8edc04f4539a04eceb9f62b5a68cafda2b7f49c59643,653,0x431596319798E1A39BF8a819A01D2d334b9ef74c,0x431596319798E1A39BF8a819A01D2d334b9ef74c,327071166573,0,163535584,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13619512,0x615e486280def51dbc56509d6269e43517c9d7f361fd4a39a185a11895673b16,122,0x370Ec00D4fADc2b77387E62C23a3c7fCeBaa71FC,0x370Ec00D4fADc2b77387E62C23a3c7fCeBaa71FC,117805683915,0,58902842,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13620689,0xa2d3d0603ccc5cd05f8f0f520a32171b951995c9250874547afeb3045a4fad65,593,0x8918D30dA73F0757a4625C976CeaE801E10cE0a0,0x8918D30dA73F0757a4625C976CeaE801E10cE0a0,202354761495,0,101177381,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13621286,0xd1d4210a072d48d9ff9a8c8f1c2b2fffb6984ca64971e6cd2e9132325946e9ae,622,0x00B4C9C280c5d35b38142939EDD2d55eEC78AA1B,0x00B4C9C280c5d35b38142939EDD2d55eEC78AA1B,765627474286,0,382813738,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13621381,0x1106c720dafd3cdd4331a60ba808e6e4da16556bf77e58fbb7a5d3de4c6537fa,203,0xf264e36c6b6507aF6b02B54e6aAF904dFfe8C785,0xf264e36c6b6507aF6b02B54e6aAF904dFfe8C785,331813116696,0,165906559,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13622426,0xba0a900a42c7e7a7f02bfb18cbf474ab4f158643a363abacb55a2fac6b5a2890,571,0xC24c4969ea89bB98e8c6ab6d7E8F90409b28a213,0xC24c4969ea89bB98e8c6ab6d7E8F90409b28a213,413999999999,0,207000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13624439,0x36d8f0ed264fc12c1d5583114718889b1247d6258668f1f729768d846afe25a1,333,0x5831714eb2A00E95C1B2a4d7b25E7e54Ca570B59,0x5831714eb2A00E95C1B2a4d7b25E7e54Ca570B59,144398056820,0,72199029,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13625004,0xcaf5e37be39037fdd9398c7fd98e8961fbd861758c8676322c18388c2cce45de,34,0x83884ec924d43B6C6D1C52D7B6a57ce4121a4A53,0x83884ec924d43B6C6D1C52D7B6a57ce4121a4A53,10388902600,0,5194452,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13625701,0xfb46595af138fdb027ffadaff3b14137eeec6804e4b0be62a51742dceff5de32,488,0xeE32D4D0733A169D8787772aD2BECcAd08437325,0xeE32D4D0733A169D8787772aD2BECcAd08437325,225000000000,0,112500000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13627244,0x2bcfb01d378c6015c40abd16ce6c41183f4b1fa66f4e5c7c4fd021bfcae91152,386,0xe6F17630570560925cdb93141b5F08834A3899CD,0xe6F17630570560925cdb93141b5F08834A3899CD,15261960959999,0,7630980480,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13630074,0x4713df1de552928fb2f1b3eaa71d59465c381db93795f356350a6c600c9c6625,470,0x6b7e10bc4859b255c80C1012d89cba221e4DE826,0x6b7e10bc4859b255c80C1012d89cba221e4DE826,35918639999,0,17959320,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13630915,0xe494cd37f59cd7165b80b6c928622f8104e3980739b538dd0ef620edf4028707,391,0xe5391B8705A521532e5b6312dccEa12eEBEF450a,0xe5391B8705A521532e5b6312dccEa12eEBEF450a,890252015648,0,445126008,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13631625,0x08d9000559b266c8143883e1c07a91e8a7b500a1597229fc11ef9fa02956d1ea,447,0x55b775a3752439d3ba45d8Fcae25073260124234,0x55b775a3752439d3ba45d8Fcae25073260124234,0,760204180800000000000,0,380102090400000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13631910,0xd887c989aee4a8c4cc34d17838fb3f522d34c441c370a44929bb260fb48c102f,609,0xbDb67A35e4B94C120Ad67F47b09Aa67a47B85925,0xbDb67A35e4B94C120Ad67F47b09Aa67a47B85925,172094291847,0,86047146,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13632935,0xc2404929e9183fbac1700f1a631ca6eb58d2e4fdc7c4a091e4de1f4a45ecbc72,375,0xFDFA328ac471CFAc06c00480188eDc2E6c4cb423,0xFDFA328ac471CFAc06c00480188eDc2E6c4cb423,589264000000,0,294632000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13633165,0xdc8bd3a585e17a24c8eea45a869b49c2bf0c2555d2c81a830bb44ac4148ded24,95,0xB67Dcce66389adf0EEb2Da9F7c229FDA1b12eC3c,0xB67Dcce66389adf0EEb2Da9F7c229FDA1b12eC3c,1287267554943,0,643633778,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13634364,0x3d55b8cb86d5dea520a205c5b27fc3095441ecddc88c34dcba28c84fc5a6e508,107,0x897b48cf21ee4D8B5dbbc387572F7211B288Ac7e,0x897b48cf21ee4D8B5dbbc387572F7211B288Ac7e,0,40010298437157250000,0,20005149218578624
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13634488,0x6b5c38dd208c7b1f30176743b789c8dde9ffb4cf4fb107b94445044199b326df,373,0x6205Cda13D26da4122065CFcA4E033731D5fa26D,0x6205Cda13D26da4122065CFcA4E033731D5fa26D,2436330000000,0,1218165000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13635830,0x6de0cd526f9ef7398792d7450428c68d71fd8565dff4bb09db7d6918010a8819,207,0x79Fb80fAF736ea1b90C2d55b781f95ebFB46B3fe,0x79Fb80fAF736ea1b90C2d55b781f95ebFB46B3fe,0,77229152326799980000,0,38614576163399990
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13636011,0x603cff76c1047295c81aef563b7956dc076e06c6e69684a7ddfc178ae0c339af,633,0x0f8c60e22AF11eE093a03C855523FC85242593C9,0x0f8c60e22AF11eE093a03C855523FC85242593C9,0,18641955077639037000,0,9320977538819518
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13641465,0x41368e18fa05c7c732e771e7ee6e15bf110b60f60a6689fd7c5c95f6669a9fd7,135,0xB93D51C1cBC69a35549F8CCCB663fDb1E6FbcF14,0xB93D51C1cBC69a35549F8CCCB663fDb1E6FbcF14,1605984000000,0,802992000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13642694,0x49dd9043fee7c8f38ada3601f53eee6fe882208b19d7d097de82f02ee9361aa7,114,0xEd4154430033459305A4686EdA3846c378AF37a8,0xEd4154430033459305A4686EdA3846c378AF37a8,3729063750000,0,1864531875,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13644804,0xffe0fdedc00881bee30499d30899d805e7695cc71de0ab2e795449f44f38b29e,503,0x08AE559785F44DCCeE83Ea1EDAfB84b42F21DB62,0x08AE559785F44DCCeE83Ea1EDAfB84b42F21DB62,80150897955,0,40075449,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13648296,0x62885bbd415c69dbba8bf71fd500eda12731ba0d2e0367b2d93d1edc50d955dc,154,0xc67693a46dD257f3c38c84a3500C94a00e470d1F,0xc67693a46dD257f3c38c84a3500C94a00e470d1F,747000000000,0,373500000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13648976,0x422c006b8d255d868fa7728438f6211f3083d7881833c2f5d2df5d99e007809d,273,0x400B14E40B257F5DA0375B26522974ACd72F75bC,0x400B14E40B257F5DA0375B26522974ACd72F75bC,1525112073031,0,762556037,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13652934,0x0bc27e9200b2d28f7fd8efc4f60ac215d2677d7473403894fec91e0e3cb50312,247,0xfb0D845ff21487b719b85ABA903E97473f662110,0xfb0D845ff21487b719b85ABA903E97473f662110,37080000000,0,18540000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13656585,0x40dd55af0c643a66d1be75272099d30f2d02208b92fa4d4d1b8f21063b2eb32e,329,0x2C58eEA5C33F58342c95bB57491a870302Db99F9,0x2C58eEA5C33F58342c95bB57491a870302Db99F9,1414236419999,0,707118210,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13657637,0xdb6a6583c5867d6bc7912a44390943af90e9ec17584bab6aea78c85a0e312855,402,0x6d5919e064F338B95fFB82FA6218A418701a96c4,0x6d5919e064F338B95fFB82FA6218A418701a96c4,413999999999,0,207000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13658048,0xf115762576771211a3428dc1c2066c93407278644860d70260841fbd0173752c,340,0x18FdEaC90e6754AB26620dF32728138682B90851,0x18FdEaC90e6754AB26620dF32728138682B90851,355900000000,0,177950000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13658496,0xf76af4133894f8f2a7b9e8fe05bc7eb742e0609385d76186789f77d8a8a3a274,475,0x6d5919e064F338B95fFB82FA6218A418701a96c4,0x6d5919e064F338B95fFB82FA6218A418701a96c4,98866413719,0,49433207,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13659160,0xb2b711678a1417d949de8dfe18169518d089ec9510763e6927de2e8f4356d481,345,0x12f107c321A2c814E97AA18592783605509b1e6d,0x12f107c321A2c814E97AA18592783605509b1e6d,1241999999999,0,621000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13662434,0x5f47bb261e665557826c175fb4d1add9d0a07e2df2876c15c8aca944e736965e,282,0x4FD31642E22C20B9C4bFbc1f33c3e9608B30c4cc,0x4FD31642E22C20B9C4bFbc1f33c3e9608B30c4cc,0,435000000000000000000,0,217500000000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13663103,0x2d463740154ec3b56174fec9d4f6804bd905ed0e433b32a0311ada8d1ec25169,81,0x8B01Bd28C1a5c0fb376fC04Df00C15EdF3A9660C,0x8B01Bd28C1a5c0fb376fC04Df00C15EdF3A9660C,289317087348,0,144658544,0
