contract_address,evt_block_number,evt_tx_hash,evt_index,inp_sender,inp_recipient,inp_amount0,inp_amount1,inp_paid0,inp_paid1
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13547608,0xd2d92520c5360c13372bbff0cfe433e0ec31a1c02894d2b4bfb5c830ff788ba9,143,0xab4f4D8a08642ba024427460cfC69Ca61cf7D6B3,0xab4f4D8a08642ba024427460cfC69Ca61cf7D6B3,948367669255,0,474183835,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13548542,0x53784593fae4a3024b26b46328fb20293370be99d0d71ce964b2eaf527215e90,362,0x4c04Fcdf3b25Afd2EAcb35E7491B99016Aa975A0,0x4c04Fcdf3b25Afd2EAcb35E7491B99016Aa975A0,37259999999,0,18630000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13548914,0x1f1b84100f356859a05f5c37a1b2399adba94d20b44c5e372ffa22b831ad7c56,464,0x005C5ac01b54F18b207b7dCC7b25C649421DCa80,0x005C5ac01b54F18b207b7dCC7b25C649421DCa80,400470479999,0,200235240,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13550756,0x2715e930aef70bce937437fa0fd9fe35830544dfac75cda1c54c05b7761be6bf,99,0x1b45836F65312A744F4D0b880C5418cd0c8976D6,0x1b45836F65312A744F4D0b880C5418cd0c8976D6,7800000000000,0,3900000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13550821,0xd05c8cbe45039c0da6bd09c0ae8046fdc717560982c9e17bd34eacd937ec9d0b,191,0xA3126d20dA555B2d678B4fCfcc29ED977be52765,0xA3126d20dA555B2d678B4fCfcc29ED977be52765,3810250919999,0,1905125460,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13551003,0x5763c69230d12d3bef6764ebb644b8c67c69b8748fedf7d91cbe981cd5f056c6,246,0x22A941C46Ff92d71261C05a842f117ea3Dd0526f,0x22A941C46Ff92d71261C05a842f117ea3Dd0526f,2727648770000,0,1363824385,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13552098,0x1648f4c9c466d8ec41deb904148f9a457de8951aa10885227c333e168f35570f,214,0x1805c7F19DD7Bc32924eF3C37b2e0aF2690C8749,0x1805c7F19DD7Bc32924eF3C37b2e0aF2690C8749,0,179500000000000000000,0,89750000000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13552450,0x1351a714ff971c7097c45005fc7a48f3cd187a465ca51cf8e62b6f8f71f3155b,254,0xe74A7FE815d950906b4f52745144f3e2Fe480751,0xe74A7FE815d950906b4f52745144f3e2Fe480751,60000000000,0,30000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13552673,0xc257952318d566ac91a7ecdb361240e9cdca05e2100ba524df3201c3c946a5c5,110,0xE3B6bF3404c5FF6d223CFa76B3C0524779F775DE,0xE3B6bF3404c5FF6d223CFa76B3C0524779F775DE,0,1.056e+22,0,5280000000000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13553407,0x7cb7c79f2f9290bc3a5b2b3f2bd9a7aa3f2909bd416eaaf7794e436fc176e6a4,263,0xe74A7FE815d950906b4f52745144f3e2Fe480751,0xe74A7FE815d950906b4f52745144f3e2Fe480751,59932006564,0,29966004,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13553968,0xa8d90a514a9105f40da9f709f7ba64c3c2b7c9fbfba3a6842d722ca3cfc134c3,265,0xfFb7314C12f070475DA2F57Bd4193eeCe5AD3079,0xfFb7314C12f070475DA2F57Bd4193eeCe5AD3079,0,40000000000000000000,0,20000000000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13553979,0x44a323141add238811180d81ad63779402146fadaaf936e2e4b135726e07c924,271,0xc8f7e2334C48c2F72C2416bf7A5995382aE2F0E1,0xc8f7e2334C48c2F72C2416bf7A5995382aE2F0E1,0,620980310284200000000,0,310490155142100000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13553981,0xbbb4ccc8ba14f4dd72eecf6d5d9e61b81758d400034354e0c1f1620c6cab3ae3,371,0xfFb7314C12f070475DA2F57Bd4193eeCe5AD3079,0xfFb7314C12f070475DA2F57Bd4193eeCe5AD3079,0,40020000674327030000,0,20010000337163510
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13554642,0xcf1bbfb3861f9ea6b9c046275c6fd8577447631d187aa6f838ef26c28316e756,132,0x431596319798E1A39BF8a819A01D2d334b9ef74c,0x431596319798E1A39BF8a819A01D2d334b9ef74c,326530079999,0,163265040,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13555270,0x9113a1eb17f2bf8cf8eac9182d7bebea250709f3b89b5baa1237891a4e9b8fc2,304,0x7Df3fa37Ab22a231adD15Dd2742A5FDEa8Eab0d1,0x7Df3fa37Ab22a231adD15Dd2742A5FDEa8Eab0d1,503192152,0,251597,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13556226,0xf9440fdb0ab83b03118efdc269f894d4a499834d4f7cab071748187a12dab1ea,383,0xE3B6bF3404c5FF6d223CFa76B3C0524779F775DE,0xE3B6bF3404c5FF6d223CFa76B3C0524779F775DE,0,1.0565349653765635e+22,0,5282674826882817000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13556549,0x6f7ac4a12e4765e8155a058c03fdbf630d00fc40f4ef2ae3951b1e11aa89a9eb,139,0xd11cF58C1bFB4CACDC776A085eE483f54fC5F852,0xd11cF58C1bFB4CACDC776A085eE483f54fC5F852,386000000000,0,193000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13556567,0xdc2d770173fc1fcb992033eab440c4aa90453b84f5d5e879e320977d7c3cc3ec,200,0xBC3eb129fF9537C5E571a1e3E6aAC0B0dc83593f,0xBC3eb129fF9537C5E571a1e3E6aAC0B0dc83593f,2566915199999,0,1283457600,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13556620,0x9fd5d2ec28f8cd68f222e1ebdb885bf1bbadcd0ff39d28e7ab1a526c25122e78,420,0x9159b8146274c7E64A4D6Dde01E27a6d8E7cdfd6,0x9159b8146274c7E64A4D6Dde01E27a6d8E7cdfd6,0,80000000000000000000,0,40000000000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13556669,0xdf7f1ce011a11b83f129faf1fda8656aea076169e3cdc8229be5941d42bf92fb,58,0x94f9537748bdf3cA86ABfac7Cca094096f555008,0x94f9537748bdf3cA86ABfac7Cca094096f555008,3968888000000,0,1984444000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13557408,0xc31369fb3333671a2992b2c7db14173e3ce081bf9f71556a1dfd92a911d3bb38,406,0xE3C8dF62FC6Fb9E551A59Ad7dD192FF60Dd0f3E0,0xE3C8dF62FC6Fb9E551A59Ad7dD192FF60Dd0f3E0,2447913750000,0,1223956875,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13557468,0x6c08f09e756ac79f933f62b5928471daf8555a99c83d20d60e775b94737757e4,246,0x94f9537748bdf3cA86ABfac7Cca094096f555008,0x94f9537748bdf3cA86ABfac7Cca094096f555008,3970924445076,0,1985462223,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13557568,0x55079b3e9e814c5bd17326880f7638664045b19d689f2947fc318f99356b4f32,164,0x8002ECA15Ff4cbf09940CcF272a20934C61E81DC,0x8002ECA15Ff4cbf09940CcF272a20934C61E81DC,1405520000000,0,702760000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13558121,0x787326bb8d691c3f80c9d74a2c282c4e5570be49f025146b28229f0f81733116,314,0x94997e6DFEC35C7730F7153e48EC00173F7B8340,0x94997e6DFEC35C7730F7153e48EC00173F7B8340,413942039999,0,206971020,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13559304,0x90806cf40c199e8e59f0ec640811fcc62ed1e2e366e44fea47fd010836e645f3,42,0xEE217B1Cd1bCe555D6df0FeC6572Bd278689851d,0xEE217B1Cd1bCe555D6df0FeC6572Bd278689851d,100628000000,0,50314000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13560219,0x929ac4d0fbb72a663c571615973c8edc69ea79f1191d279f5fdbaff6b7aa2dde,94,0xc532868D9A0AB94b087404606B6eB455e7A64ecf,0xc532868D9A0AB94b087404606B6eB455e7A64ecf,120000000000,0,60000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13561320,0xa8cf6a8dd4e3901bba1d8f12c65aa8e98549a544d3b4adb2c482a36e38e495e7,300,0xa679c2fC1f22c2CD2e024127BcF9B2E8FB7DeAA3,0xa679c2fC1f22c2CD2e024127BcF9B2E8FB7DeAA3,120184000000,0,60092000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13563846,0x5de29f428db38972ac22d8ec500c51f1ebc06714783bb6c907f82730023a5cef,340,0xBC3eb129fF9537C5E571a1e3E6aAC0B0dc83593f,0xBC3eb129fF9537C5E571a1e3E6aAC0B0dc83593f,2568513093053,0,1284256547,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13563976,0xfb47df5d4d3232bc201b714dd22a80e857f3d27939a26eff2fae6dc0539b0b27,392,0x5144B0B50fB91f97d94ba783959FccbeF81A0BbC,0x5144B0B50fB91f97d94ba783959FccbeF81A0BbC,823448000000,0,411724000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13564759,0x72ec6380f2d50f2db489ba2e9d617ef685e12f6aab10bccd05230e8197d3fe97,31,0xD89E8eE88F055111D7BEA99D5353549Ca70feF93,0xD89E8eE88F055111D7BEA99D5353549Ca70feF93,594999999999,0,297500000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13564809,0x7737f2fcd6932c26ee8cd5ec43765fa990d1e1104d5c8267e916b3c42294e198,102,0x628AA07E8a99Cb9f1AF280365fE74AC482d0c1bC,0x628AA07E8a99Cb9f1AF280365fE74AC482d0c1bC,0,45000000000000000000,0,22500000000000000
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13564871,0x0b2fd150665523c41be118aa9a421e4c060ff430a3a7c82a69b228246dc91e3f,62,0xD89E8eE88F055111D7BEA99D5353549Ca70feF93,0xD89E8eE88F055111D7BEA99D5353549Ca70feF93,404107500001,0,202053751,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13564905,0x9f3032f1edadef915cdb95b46141a86cbe5e2c828c5ce1cc2ee9392f889ed88c,73,0x8B01Bd28C1a5c0fb376fC04Df00C15EdF3A9660C,0x8B01Bd28C1a5c0fb376fC04Df00C15EdF3A9660C,288676000000,0,144338000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13565043,0x3e39ee917a5fe5457f8e923e2a39371264945e62d2f1446a510b82f616acdedd,476,0x9c4a362089c9e1AA0bfBbB3bE4B5b79D3154cd6F,0x9c4a362089c9e1AA0bfBbB3bE4B5b79D3154cd6F,60000000000,0,30000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13565165,0x0d20f660a8d7d3fb6c2b6a86f1aeffc275375266830e1b7cc25a7e5ab7f9c0f1,518,0xC4C71287f430b9a1D3D756e3294e7100969FaFb5,0xC4C71287f430b9a1D3D756e3294e7100969FaFb5,429943139999,0,214971570,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13565859,0x04a70ce00a86d83950c1adcfa39c684cc9fc4291a92caea4411ae93e18996ab3,329,0xE3C8dF62FC6Fb9E551A59Ad7dD192FF60Dd0f3E0,0xE3C8dF62FC6Fb9E551A59Ad7dD192FF60Dd0f3E0,2449485305774,0,1224742653,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13566874,0x1bbbc8872f0146a12c2a254fd56ae0d3c6a87e468e2862a8c166a639c730b747,286,0x08AE559785F44DCCeE83Ea1EDAfB84b42F21DB62,0x08AE559785F44DCCeE83Ea1EDAfB84b42F21DB62,80000000000,0,40000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13567357,0xf899bbf9c431c7e4f170f67ec2994b7854372547577bd0f4de369387a5d99978,208,0xf2300b334b3026177207fbe6AA8aaA087D406EcC,0xf2300b334b3026177207fbe6AA8aaA087D406EcC,300000000000,0,150000000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13569377,0xcddf7253a07100533d7da58adb83cf99ca0d93495b649b073901ac688c4a299a,359,0xCE44Fde8CF8faFd5907F3871936B90A81C251C48,0xCE44Fde8CF8faFd5907F3871936B90A81C251C48,16900000000,0,8450000,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13570284,0x56f144b1b15195250538ff4189d23ad62e07a1a8fba57e37432fb7ae5b5d0c23,240,0xf2300b334b3026177207fbe6AA8aaA087D406EcC,0xf2300b334b3026177207fbe6AA8aaA087D406EcC,41327745462,0,20663873,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13570713,0xa0a195c669f7a89e6768b326f322dd8ee5281852a721002d802affb311b93a6c,333,0x4c04Fcdf3b25Afd2EAcb35E7491B99016Aa975A0,0x4c04Fcdf3b25Afd2EAcb35E7491B99016Aa975A0,37292656547,0,18646329,0
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,13570914,0xdd98931addeb74c6d84599508bac4aa61699b6590f4e3bb718388596b148a4b1,163,0x3fc6b2C122eA2A2539157a7ee0E7a79Ac3Ac61A2,0x3fc6b2C122eA2A2539157a7ee0E7a79Ac3Ac61A2,1762600787819,0,881300394,0
