contract_address,evt_block_number,evt_tx_hash,evt_index,inp_sender,inp_recipient,inp_amount0,inp_amount1,inp_sqrtpricex96,inp_liquidity,inp_tick
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12376891,0x0804ff007263a885191f23c808a9346e62d502a1fc23be82eb14052408d76ae2,73,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-119744094,35000000000000000,1.358206768703179e+33,345073104699360,194996
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377278,0x53d4bc1240410e1c7907b8049f2355e226f5fcae8c1697103d8c439212a115d3,240,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,499756414,-144241064315415170,1.3345459129831356e+33,482501904885801,194645
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377345,0x730978754a9a3db693148ac99b5d807555b2e7c1d6644817c72ad1153f6bc0e4,133,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,365000000,-103492428467657970,1.3343155977453439e+33,35601269895293824,194641
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377364,0x121c9e49d7a44eaa01e50070df2e4d8a95aace62ddfe6b42180fae8c783e8164,353,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-176180828,50000000000000000,1.334426813649532e+33,35601269895293824,194643
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377369,0x26fd434e17ef8607ba00e09292232ebf45687c95603dbf41cd70aa82645bde40,133,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-514279985,146000000000000000,1.3347515640897612e+33,35601269895293824,194648
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377375,0x27c122c4e26c3051d3741fa7350cccfca8064e4b7a8e09cdec8df5650a26aa79,573,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-2020724832,575000000000000000,1.3399273517571444e+33,3990726651924459,194725
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377404,0x6d9dcc2254fcc904bb6966956aba709454e7b9937fb4bb9bbe3829e33155bb10,113,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,925233824,-263498461658450200,1.335444149395818e+33,35601269895293824,194658
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377421,0xff6bae1645206e9f7d7bd0ed3375b158ef5acf6235df12b6f00af4542b9d63b9,313,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1035730000,-293973943573390200,1.3347899307276387e+33,35601269895293824,194648
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377453,0x30cdc191f2b1d9c3e46fb10951c79b4ecd457d1997765782c982ee9bca6de125,183,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x7858E59e0C01EA06Df3aF3D20aC7B0003275D4Bf,-200102390,56829308091103680,1.3349012408457806e+33,40429661663408760,194650
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377468,0x5dada9d01fa209590ac2515401dac83c6326884896978a8599ecf3763cbb1550,278,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1985387610,-562454951913713500,1.331122508723781e+33,5310893673000734,194593
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377475,0x2988e90d2f08ba706fad85b0936be746f5f2704d0bb39944d8ee8315a88a8c53,259,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-1763491355,500000000000000000,1.334778360813738e+33,40429661663408760,194648
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377480,0x890f2f716915805a3a3c23ac62a7165f0955b0d61dedc7609dba5e73e6295c48,207,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x6018887dA486CDFEd5baEEbfBd1FbbB34f94c7aC,-404588412,114911373266935470,1.3350034347934118e+33,40429661663408760,194651
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377486,0x58e71afad7a07de6eb7ef23c7b4cbe65e75a052cb348b7f33813b7d875fa62da,141,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,2000000000,-566850891386685760,1.3318348906227162e+33,5310893673000734,194604
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377505,0x6d5ce42064a4fb9b5daa6e28974338bc87bf513d7532291ba5baf0f130dc06dd,116,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xCcA73b3D5Abaa49c656753E789A4ae880d906f98,-2000000000,567418527790587400,1.335003991192468e+33,40429661663408760,194651
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377530,0xd46f2c251a61561f2120d24f8a63cfba9e703b00ce94535bf052eded857b95af,287,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x01F2C533bdB0e09eBFAeB85ac295c3b4D00Feffe,-3868954138,1104441928932683400,1.343004819178433e+33,8819118420039392,194771
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377626,0x7d125654fbfdbced7d9d0b42d5251807a79a7e9278d93012ffd8eb95833d9160,194,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x9328e61C641d946A6C971DeB22EcC4C79aEe19C7,-972148462,280000000000000000,1.3455189926485228e+33,8819118420039392,194808
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377637,0x2237e45b75aaa6211ce0b0bfa0609d69c12b40f4e094217324a7f6c1bb8aa0e3,208,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xD6A8A9eaFACCeF0E2F2e87941431712268f5deA1,-100000000,28861662133764412,1.3457781470243777e+33,8819118420039392,194812
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377690,0x7e3609e624bcb37f0258f8d8182653b9962e175f6cbbc659cdc41d10a9a46708,295,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,511748797,-147450712444966340,1.3445994910988777e+33,9911500681148860,194795
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377694,0xbda5ff65e8753545db745047b06c17d83fed9a8ba0917916d0e3f39d9fd8df70,205,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1478108570,-424442260061863900,1.3412066869776953e+33,9911500681148860,194744
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377702,0x32d7d2334dfa53be97f270468c5599880a34d938a9eb07629ad815c16bec62ea,312,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x88cE2D4fB3cC542F0989d61A1c152fa137486d81,-500000000,143479711561220110,1.3423530270177793e+33,9911500681148860,194761
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377703,0xf3fe01a90b97396384223e7ed127134331dde288084acfbc1a65f864387741b9,236,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-347976617,100000000000000000,1.3431519832099895e+33,9911500681148860,194773
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377704,0x404ece104f22221f408a890b579cd70d624b407dc44da67eef825916ae29ff8b,189,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x6c6Bc977E13Df9b0de53b251522280BB72383700,-20023230,5757810396185226,1.3431979855926857e+33,9911500681148860,194774
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377714,0x761fbd118c33f3f8252ea780a84fc998c259dfa902caa3ea6aacbb76b3df4c3c,125,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-295434566,85000000000000000,1.3438770983560644e+33,9911500681148860,194784
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377729,0x3af2e2ed71cc085df0cdf6e3f593550360822c117f23974603c257219e2d1979,283,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xFa5299dDdEEA594d62fbB35fFF09443D13F8fF98,-771965185,222509718340998140,1.3456548535290195e+33,9911500681148860,194810
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377740,0x8d58f9fa15e7dca8e08e3e153e94b33a0db5f9cfcc21d52d4e86011310e93c59,274,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-830361939,240000000000000000,1.3475723483903244e+33,9911500681148860,194839
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377767,0xff7d9c80fb354e494c0f02146865bda68040955368ca334ed9b14728cdd18f20,208,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x683a42E5B414Ae5cF79ece7e369cA5937fdcDC11,-161157964,46658858830772104,1.3479451322321675e+33,9911500681148860,194844
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377773,0x4765f4507dbbadd25ec7387918d697cb0802b714bfda5a7659c5a76acbf06b6c,276,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,821739412,-237405251913276740,1.3460474194149652e+33,9911500681148860,194816
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377778,0xda672ae2c37502661653a62d7d8d9986c57c07a8667d23f276e7599e28380ea9,78,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x402FC615b80A4048c12B3f6369FA74A36E71C285,-215218942,62175529547529590,1.3465441746583248e+33,9911500681148860,194824
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377782,0x21af2f97cc00a898a5287abd552983468b2801db2dc0a4df7fcc7e89d22f793e,253,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xc5B9691e8B8c459A4471F06169d83504307F5a9d,-328833798,95086891030090900,1.34730387726219e+33,9911500681148860,194835
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377785,0xa72bf7cb0761e048ddd565b454a6e6c7a5b24a2f0ed85e70c4a32189d8e7ecb3,226,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-172763542,50000000000000000,1.3477033553582952e+33,9911500681148860,194841
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377790,0x450e7109d43d3ede2f639af84f8f8391a68873a9b1752985de33200ee52a3f93,285,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-100155934,29000000000000000,1.347935052654036e+33,9911500681148860,194844
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377824,0x5bddc5ec365380f097bfa659779bef6b032cb46fd7804d1df5dd6dcf491ddbfa,82,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,821459228,-237320872248992300,1.3460380143306336e+33,9911500681148860,194816
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377825,0x4f577f87bdeab8861ee6cb308e85e5da1c18b85b36c5b9b59c5da6d080dbe121,145,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1397962620,-402341584459298800,1.3428218732572222e+33,9911500681148860,194768
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377836,0x00c7230df39ad0e03acbea75717242e3b4b1cee0167339aa4be15c8728ed97a9,440,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-12177668,3500000000000000,1.3428498367239495e+33,9911500681148860,194769
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377838,0x116a9646615c1ed89cbb006c4bc595166b81923b3896d603625cdf5ca2f44826,245,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-465849630,134000000000000000,1.3439204380215115e+33,9911500681148860,194785
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377845,0x8d66f65d96ee5879100886aa8a33bc8bd13e73681d473fcd256c03fb2c51940c,236,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x42e8D15e5958e7eC20507D06a8d0280B0eC9655E,-1626582181,469560780581278200,1.3476720229541567e+33,9911500681148860,194840
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377855,0xe74cc794ca73ae372e61ec8a5290487d0c07dd3954c6e4c9f7399b9f310c885b,335,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,2744573284,-790000000000000000,1.341357111580008e+33,9911500681148860,194746
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377859,0xf1510da70c434bb8940c32ddacab8447071fc31b2afa7d083e9b2d6dd9ffa5c4,262,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x87a375807dF12011549AA6Be9a9deC4ea2BBe4f0,-100000000,28682767764878390,1.3415862743291628e+33,9911500681148860,194750
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377869,0xae8b102da1928777213fee646a9c15cf1b1fb9d9fc449d0b00af4ddca90952ff,121,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-348374368,100000000000000000,1.3423852305213732e+33,9911500681148860,194762
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377877,0x758e1700e60fcc66afc8f6841a07160f9e7e2ce763b3d2114e2edc4d8ee16f5c,342,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x7858E59e0C01EA06Df3aF3D20aC7B0003275D4Bf,-155118224,44564636089056970,1.3427412824409425e+33,9911500681148860,194767
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377884,0x95a45fc85e599728ae86e5d0b63533ed0ba0593f4f3b94d9cca3540b5370c2fd,383,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xC6371eC2eD40e627A998ac8d516d1Dd82eF3cC86,-917879294,264186393978915700,1.3448520159946144e+33,9911500681148860,194798
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377887,0xb306abca0140b21d05c73e07aff9e141866d22177e181f4df0c0de4e5a83e200,211,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x06BF7280C18855fC8d9817BC3e2c65afCBA3e004,-399998837,115388723744525400,1.3457739213480837e+33,9911500681148860,194812
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377892,0xe18a2e4a761fe03e33f786dca865a3a810dcbb4e15630cb0d0e09c4e39f35021,98,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x7858E59e0C01EA06Df3aF3D20aC7B0003275D4Bf,-350266974,101172438242924980,1.3465822448082357e+33,9911500681148860,194824
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377894,0x889799afbc253656f9a7434af72dc28a2aafa22a05cf5e72dd4288957f3f0568,121,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,499881126,-144206291103491170,1.345429523355181e+33,9911500681148860,194807
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377900,0x8aa80dd803eee5fbb56d0b7c19daf51e0b2eb9f0bcf8e1ab13349616557fa2f3,404,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x5993Bad196C8786BaAEdB5A5868f338fE6ce4Cc2,-556024069,160578524464078720,1.3467124754197468e+33,9911500681148860,194826
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377909,0xa26bcfca42b037028abb123eaa92a818ae458e369d7aecfb1e5bf34e8168ba09,414,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,115467557,-33338605128411084,1.346445981322628e+33,9911500681148860,194822
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377916,0x5cd3abd3b5afbe2834c9c3e17dc12e68616ece79c02067d6f543a4d065bdab75,138,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,3449174696,-989821978424352900,1.3385337812341037e+33,9911500681148860,194704
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377937,0x2e2d5b1243e82bd9b2ab94776526d924097fdedc694438f655f79a4f96261e85,284,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x92995D179a5528334356cB4Dc5c6cbb1c068696C,-503104680,143796283168110480,1.3396826505426437e+33,9911500681148860,194721
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377941,0xf40001e4727e49017d3ff06e713c8c700dd9ed293c92619a0e7c677ca7c3529e,126,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x7858E59e0C01EA06Df3aF3D20aC7B0003275D4Bf,-350265694,100258014044257860,1.3404836681540374e+33,9911500681148860,194733
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377946,0x5184498ccee1bea8d06f2d5059b23d5d252c65fa0b7b01d370b350ed96d84b9c,68,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xbB64703C0487fcd073d47C23B0F01F207614125d,-522746390,149851069018791460,1.3416809125490563e+33,9911500681148860,194751
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377946,0xe33a93c7d7a4b6a7d1cf000419279933f5f14ac97a352e6ab4232a062d28bc45,96,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-104541122,30000000000000000,1.3419205994067195e+33,9911500681148860,194755
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377960,0x4629554c479052c2c0662057d24a2f31f7f374ea537d4139a2663076eef83762,86,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-174152239,50000000000000000,1.3423200775028246e+33,9911500681148860,194761
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12377960,0xba57193e00c5533f3633ea50dc41c0f02fd209581728aee83201bc4ad6a5ee7c,147,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x6c6Bc977E13Df9b0de53b251522280BB72383700,-1802139133,519156678989088700,1.3464679119368815e+33,9911500681148860,194823
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378003,0x735913845d0edcd01ff0faf4559cec5397ec5da28f19fe4a9d09afbd6bb3d1f6,203,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1793913395,-516278417627522500,1.342341010099282e+33,9911500681148860,194761
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378020,0xbcda399eb9a2b640661503a4f49db3187fbc08557b2abd198398884c3d149e59,91,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-24372282,7000000000000000,1.3423969370327367e+33,9911500681148860,194762
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378027,0x619bf399f178b2bb4d4e5599b06de6289f68822e998dd149d3f57055c5f644df,212,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,300000000,-86036797185809310,1.341709196843947e+33,9911500681148860,194752
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378057,0xdbadcc4dce9dd73f82f60cc2711f04f8ce4b6e9faf14c4c199700483cc252e8c,280,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,567706928,-162576312093930430,1.340431941261012e+33,9911500681148860,194733
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378084,0xc4a8345240e2a24efbba54a2072a6d9b64f2f33899bd4556e37075d12d959ed6,349,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x5EDD13f078985628562AeD6794Fb4039a1CFeF5e,-127336459,36474951089767690,1.3407232699367734e+33,9914569595378892,194737
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378094,0xd302e08bb03cee827be58b485bfd5e28e1b4e0f78b20cf7b68aabd665b3fab1a,156,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,45655468,-13066548880606004,1.3406188540417357e+33,9914569595378892,194735
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378110,0xabcd8abc25a7d8a3edec0b87a32667659b3d49944175c1e1f658c3394c8511cd,15,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xf79e8C104E4C5dE4aC7c0A2429f9AD6bf1Ace418,-400000000,114663515534549840,1.3415346817300742e+33,9914569595378892,194749
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378126,0x6a51b774140af939644d60c6fee28272147029e9626b66fd432b0262741239e6,231,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-696493247,200000000000000000,1.342925789969023e+33,11414140243896506,194770
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378130,0x9d24f55f811590ef5e3796555631b871940e62d59846acaf822660b98d438435,225,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x120A0AB568834840C26Eff4D3979BdfE96Abb031,-748168557,215300614704165980,1.344445518620982e+33,9914569595378892,194792
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378139,0xfe3dc494bf14db70b9c6f8a6795aa6e5350cdc1a039d0186fedced8716688b3c,318,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1000000000,-287321242676726750,1.3421495103182914e+33,9914569595378892,194758
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378151,0x86f2785426ffdaf6094fabe86db607f2a8926cfef72dbba7b2a07f398e8634f5,229,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,880028242,-252040207532232540,1.340135435745473e+33,9914569595378892,194728
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378180,0x70b4b6a02f93ae79ae502122133240c13244c026b4745a19697028a5d984c98e,119,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x6566A572B22b8DFF05cC134905617f99e6513dc7,-300200629,85978428100361090,1.3408221530913265e+33,9914569595378892,194738
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378181,0x45c0d150c00737b1ab8dabf326a02716bfbf5226dc5f8ea2c1c4c37d35b6a7fb,229,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x509aaF71f59b61F6e2184F8c2dB7dA0BaCF6d53a,-200000000,57329568277885510,1.3412800494478494e+33,9914569595378892,194745
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378183,0x322ca30b159ab5b977dd7e1db7d31f8734b1e1fe4f50dc7d47144c52a9e4fd21,158,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-174318609,50000000000000000,1.3416794038911827e+33,9914569595378892,194751
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378268,0x7ca2a6e005b8f5917dd11285d0d4b06588a72288c47c83d081e3b07b3ce57b2e,166,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE94a5B3F1c020Fa5B6352Dd0f8931cC489E3e365,-2362000,677699520914276,1.341684795817877e+33,9953036154895804,194751
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378281,0x171609b7060838eb061a96d0ec24a0360857c08c6d4461fdbbd3fd27caa8386c,145,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-1321438707,380000000000000000,1.3447081595368706e+33,9953036154895804,194796
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378304,0xf744c1a55860807167b12a8975c3553bb3731873fcb68376dff7f40c4029ff2c,302,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,418244666,-120337404273193860,1.343750249681634e+33,9953036154895804,194782
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378322,0xdb4ba16cdf4ee333b7a461376da11d0fa3ff15fe5e17cd869de233cb072cef24,107,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,196857081,-56580424034740920,1.3432998581668454e+33,9953036154895804,194775
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378350,0x93cd4ca38e140b64a07aae63bb2e6d6c8da445f8fdd951d3873e7ac81ae7071a,317,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x7858E59e0C01EA06Df3aF3D20aC7B0003275D4Bf,-20013380,5756244330561133,1.3433456561149153e+33,9953036154895804,194776
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378384,0x78bc9e7f99b51a05632f18144ea35dfa04f69aaf9020e81c3a13ad68a105f9f6,121,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-277932113,80000000000000000,1.3443286303982153e+33,6444811407857145,194791
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378410,0xa9b0b09fba3949ab4f37848967e86d254b65e6bb8a77b41521af771d5b840095,209,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x7858E59e0C01EA06Df3aF3D20aC7B0003275D4Bf,-100084795,28837093560030910,1.344682956915398e+33,6444811407857145,194796
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378411,0x05f2aefbff075ab86479fc5a5015c6af26b701e6041444f79389a0f9a5b4f123,140,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-519754873,150000000000000000,1.3465260336965852e+33,6444811407857145,194823
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378425,0x4098e30fc05d3ad06fb43af9cfb4fe73e76e640bf511949d7f9f34483721d543,148,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,2000000000,-574387425769012200,1.3394805394384545e+33,6421033619675746,194718
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378430,0xfa0fbc732958b1c6cc65087afc0891e82f423b0dac14891467d30b6fe179f394,169,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xcAdA38b3D2e3d8714E783ae8C420B4024817E3E8,-1740427891,500000000000000000,1.3456105780213115e+33,6459500179192658,194810
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378450,0xa93da93106d091ede71be2e8dbb853486b9043681700ded3075f55b2d418dd9f,74,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,474928341,-136756757095600530,1.343933205736224e+33,6459500179192658,194785
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378481,0xf8d2e8498933adbf6c050c95d9fdb51cf176471fc369a184f63d3ae1931ad809,396,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1000000,-287592701391375,1.3439296783052074e+33,6459500179192658,194785
0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,12378494,0xca802e1723ecafcfc18deb070d1f2d59bb706e761e1446d74eb5d969ab76e50d,195,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,-243010959,70000000000000000,1.3447377626722015e+33,6859677796924811,194797
