block_number,from_address,log_index,token_address,to_address,transaction_hash,value
14162484,0x5f65f7b609678448494de4c87521cdf6cef1e932,218,0x6b175474e89094c44da98b954eedeac495271d0f,0x109b3c39d675a2ff16354e116d080b94d238a7c9,0x6d311b818df10c6120a38487bc6d93a995bd9b95a6989bcd4f5b036eba466ebc,87308535000000000000
