block_number,from_address,log_index,token_address,to_address,transaction_hash,value
15125867,0xeef86c2e49e11345f1a693675df9a38f7d880c8f,7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x08f68110f1e0ca67c80a24b4bd206675610f445d,0x319552805d5f3d0c97e7b6c1e40d0c42817c49406fbff41af0f3ac88b590aa34,4820143723
15125867,0x08f68110f1e0ca67c80a24b4bd206675610f445d,1,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0xeef86c2e49e11345f1a693675df9a38f7d880c8f,0x319552805d5f3d0c97e7b6c1e40d0c42817c49406fbff41af0f3ac88b590aa34,1844102876259671339
15125867,0x5777d92f208679db4b9778590fa3cab3ac9e2168,0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xeef86c2e49e11345f1a693675df9a38f7d880c8f,0x319552805d5f3d0c97e7b6c1e40d0c42817c49406fbff41af0f3ac88b590aa34,4835192242
15125867,0xb63cac384247597756545b500253ff8e607a8020,3,0x64aa3364f17a4d01c6f1751fd97c2bd3d7e7f1d5,0x055475920a8c93cffb64d039a8205f7acc7722d3,0x319552805d5f3d0c97e7b6c1e40d0c42817c49406fbff41af0f3ac88b590aa34,345335597976
15125867,0x055475920a8c93cffb64d039a8205f7acc7722d3,4,0x6b175474e89094c44da98b954eedeac495271d0f,0x5777d92f208679db4b9778590fa3cab3ac9e2168,0x319552805d5f3d0c97e7b6c1e40d0c42817c49406fbff41af0f3ac88b590aa34,4835471113735542742314
15125867,0xeef86c2e49e11345f1a693675df9a38f7d880c8f,2,0x0ab87046fbb341d058f17cbc4c1133f25a20a52f,0x0000000000000000000000000000000000000000,0x319552805d5f3d0c97e7b6c1e40d0c42817c49406fbff41af0f3ac88b590aa34,1844102691849383713
