block_number,from_address,log_index,token_address,to_address,transaction_hash,value
15209185,0x74de5d4fcbf63e00296fd95d33236b9794016631,375,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x945bcf562085de2d5875b9e2012ed5fd5cfab927,0x8544afeaa6738823a62203b2b72dafd9d637e28fb5bf345a6de6accac1cc30ba,300000000
15209185,0x945bcf562085de2d5875b9e2012ed5fd5cfab927,376,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x8544afeaa6738823a62203b2b72dafd9d637e28fb5bf345a6de6accac1cc30ba,197253302651154700
15209185,0x109b3c39d675a2ff16354e116d080b94d238a7c9,374,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x8544afeaa6738823a62203b2b72dafd9d637e28fb5bf345a6de6accac1cc30ba,300000000
15209185,0x945bcf562085de2d5875b9e2012ed5fd5cfab927,377,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x7296333e1615721f4bd9df1a3070537484a50cf8,0x8544afeaa6738823a62203b2b72dafd9d637e28fb5bf345a6de6accac1cc30ba,138077311855808
