,event,logIndex,transactionIndex,address,blockNumber,sender,to,shares,amount0,amount1
68,Deposit,260,51,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,29259754,0xFc64410a03b205b995a9101f99a55026D8F1f1da,0xFc64410a03b205b995a9101f99a55026D8F1f1da,10429985722329035819,0,10428639927751282946
69,Deposit,558,108,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,29298413,0xFc64410a03b205b995a9101f99a55026D8F1f1da,0xFc64410a03b205b995a9101f99a55026D8F1f1da,293488664952549860115,0,299494053412494155188
70,Deposit,151,37,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,29452029,0xFc64410a03b205b995a9101f99a55026D8F1f1da,0xFc64410a03b205b995a9101f99a55026D8F1f1da,1424211936851864171698,0,1452071960340589614885
71,Deposit,142,29,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,29458320,0x38C2f7b7e62A806590830fFFF01E2f4676A669cd,0x38C2f7b7e62A806590830fFFF01E2f4676A669cd,6082242407130033091,0,6201221480357945354
72,Deposit,138,42,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,29465810,0xFc64410a03b205b995a9101f99a55026D8F1f1da,0xFc64410a03b205b995a9101f99a55026D8F1f1da,496250416255164090910,0,505428450204865549273
73,Deposit,221,73,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,29539910,0xFc64410a03b205b995a9101f99a55026D8F1f1da,0xFc64410a03b205b995a9101f99a55026D8F1f1da,5338746323075397359,0,5373998995189056426
74,Deposit,446,104,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,30824334,0x325B8F4d0b471575Ba9065e17a1a8f29689687Fc,0x325B8F4d0b471575Ba9065e17a1a8f29689687Fc,1382697116726847763331,0,1565986535137135405361
75,Deposit,36,9,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,31041222,0x09Fa38EBa245bb68354B8950FA2fe71f02863393,0x09Fa38EBa245bb68354B8950FA2fe71f02863393,8620490853882285505,0,10036023411136935131
76,Deposit,230,53,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,31207975,0x1EbB73f5F47Bcc3D7dC1dabf7284875E3AE40E07,0x1EbB73f5F47Bcc3D7dC1dabf7284875E3AE40E07,101694321249382156184,0,118360151046332674474
77,Deposit,195,46,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,31291088,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,90540946332795494936660,0,108566210769005639038725
78,Deposit,111,27,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,31362225,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,0x12C7824845440DA1B0eBfcB33E15CCDB07bceA63,9429093681211053778273,0,11404750822157293411901
79,Deposit,77,21,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,34231473,0xFc422F877Ace6E9ADA1Fcd316938caE9B8000A2C,0xFc422F877Ace6E9ADA1Fcd316938caE9B8000A2C,1907942580310091344522,0,2372811513958027549121
80,Deposit,338,53,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,34307434,0xFc422F877Ace6E9ADA1Fcd316938caE9B8000A2C,0xFc422F877Ace6E9ADA1Fcd316938caE9B8000A2C,7056709812843022344354,0,8771706707024144859964
81,Deposit,185,39,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,36766699,0x7e6eb2123463ca93BD0EF64bbcDde8dB16d77c42,0x7e6eb2123463ca93BD0EF64bbcDde8dB16d77c42,1470703903430437160,0,1814745232961465248
82,Deposit,57,16,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,38096928,0x7e6eb2123463ca93BD0EF64bbcDde8dB16d77c42,0x7e6eb2123463ca93BD0EF64bbcDde8dB16d77c42,1016091194346186526,0,1206855040091846164
