n_row,block_number,vault_addr,token_n,vault_token_ratio,amount_per_share,diff_ratio
9,40717384,0x74F9d8861D42Ac09759aDE7809A67cF053dc7bA5,token0,1274.1973303470272,1280.326275977866,-6.128945630838871
10,40870312,0x74F9d8861D42Ac09759aDE7809A67cF053dc7bA5,token0,1282.4531065140422,1283.3808944587988,-0.9277879447565738
11,40900594,0x74F9d8861D42Ac09759aDE7809A67cF053dc7bA5,token0,1281.0632922098591,1282.883191517733,-1.8198993078738113
12,41026982,0x74F9d8861D42Ac09759aDE7809A67cF053dc7bA5,token0,1289.5155151157853,1292.1935206490186,-2.6780055332333177
0,26523742,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
1,26540776,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
2,26550621,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999998,1.0,-2.220446049250313e-16
3,26582338,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999999,1.0,-1.1102230246251565e-16
4,26582411,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
5,26738191,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
6,26838412,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
7,26866134,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
8,26869150,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999999,1.0,-1.1102230246251565e-16
9,26898174,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
10,26899105,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
11,26902914,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999998,1.0,-2.220446049250313e-16
12,26903103,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
13,26903381,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
14,26904736,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999999,1.0,-1.1102230246251565e-16
15,26911004,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
16,26916095,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
17,26916969,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999999,1.0,-1.1102230246251565e-16
18,26918976,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999999,1.0,-1.1102230246251565e-16
19,26919488,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,1.0,1.0,0.0
20,26923735,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999998,1.0,-2.220446049250313e-16
21,26924027,0xE5bf5D33C617556B91558aAfb7BeadB68E9Cea81,token1,0.9999999999999998,1.0,-2.220446049250313e-16
