vault,pool,tvl,token0_symbol,token1_symbol,allowed_token,days_since_first_deposit,qty_hold,qty_vault,return_rate,irr_cashflow,irr_cashflow_non_zero
0x9526c7fc4d0d73212d331d84be6f1ede06e7becd,0xcc129a89b1f1816701b874a361e694a844d930d2,2.0,ICHI,UNI,UNI,281.3979166666667,1000.0,1000.0,0.0,-0.0,-4.1766192752847476e-07
0x793ed8760f48fb457abbd646aa3a0e9c0000347b,0x050193be29813147c6bef4b057d07dcfe137bdc9,1.0,ICHI,FRAX,FRAX,260.2576388888889,1000.0,1000.0,0.0,-0.0,-1.4528050576005306e-14
0x15b969e4cfc6106511e1f694215258d401dc5643,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,1.0,WBTC,WETH,WBTC,173.04666666666665,1000.0,1000.0,0.0,-0.0,-0.0038737268739198055
0x0e272ecd5d7d1baa59f25d09e3ab3e21f2e04c5a,0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,1.0,WBTC,USDC,WBTC,173.04597222222222,1000.0,1000.0,0.0,-0.0,-0.0038737268739198055
0x93a09a584f26952c0573b46faa78820c778357b9,0xbac1b3b12bf68210354a147202c553478a971efb,1.0,ICHI,SHIB,SHIB,260.2326388888889,1000.0,1000.0,0.0,-0.0,-9.348621906017928e-15
0x3c0f29979095da9a6f0a516c17d4fe83202ef427,0x8d0cc8099faae7f718f341b82062f68e249cd868,1.0,ICHI,LINK,LINK,281.3961111111111,1000.0,1000.0,0.0,-0.0,-4.176619524461512e-07
0xfcb8273e895e8f435153b0e556db807376032802,0x28c7065a94dfce314a8d3f775be258e8554eead0,1.0,ICHI,ZRX,ZRX,281.3829166666667,1000.0,1000.0,0.0,0.0,2.0079300736366088e-14
0xa4209504c7a56502daf39110064c49401c77d0b8,0xb00c0d8712f2334d1ef65cafa073aeb3e1c09aca,1.0,ICHI,AAVE,AAVE,281.38152777777776,1000.0,1000.0,0.0,-0.0,-4.1766190834216206e-07
0x54e75feb06fc4a1136b6c94228a6ed6e03557c56,0x17474e83216942d6d7bce129ef5957c94194c716,1.0,USDC,ALCX,USDC,172.4401388888889,1000.0,1000.0,0.0,-0.0,-1.1059115264994059e-07
0x303384d10e4b7409bd0b1d657fe533ec484d745d,0x97944213d2caeea773da1c9b11b0525f25b749cc,1.0,tBTC,WETH,tBTC,139.28555555555556,1000.0,1000.0,0.0,-0.0,-0.003185503115165668
0x058d4b026e3bf037ca76b2b31fadbb282c366ea8,0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,1.0,LINK,WETH,LINK,173.04430555555555,1000.0,1000.0,0.0,-0.0,-1.1059114822639573e-07
0x8684f7a55018b371455287ecad4d10fe5851761c,0x17474e83216942d6d7bce129ef5957c94194c716,1.0,USDC,ALCX,ALCX,172.4873611111111,1000.0,1000.0,0.0,-0.0,-1.1059114822639573e-07
0xa412b7983433e92299b50b8df7b6d77d9732bc63,0x689b322bf5056487eec7f9b2577cd43a37eb6302,1.0,WETH,ALCX,ALCX,172.43902777777777,1000.0,1000.0,0.0,-0.0,-1.1059114822639573e-07
0x690654f78988d9c7e0db40dc4a51e9c3b363deeb,0x3fc91a326fe350b165afd258f0afe6e553389f42,1.0,ICHI,FXS,FXS,260.23583333333335,1000.0,1000.0,0.0,-0.0,-3.2915403893300646e-07
0xc91d52239dd4c80c6f5e27a1b01bd2c582f56146,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,1.0,USDC,WETH,USDC,173.05708333333334,1000.0,1000.0,0.0,-0.0,-1.1059115264994059e-07
0x037d8664e78d7548bfb98c6eead8559039f6eaec,0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,1.0,WBTC,USDC,USDC,173.05569444444444,1000.0,1000.0,0.0,-0.0,-1.1059115264994059e-07
0x0da9958a325ab9451aeca0a180be0591d0d0da4c,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,0.0,USDC,WETH,USDC,,,,,,
0xfe08245952cbb572c2fb692a38cf83d4921db662,0x74481698c673c3edf0b796497a4efa1d5c13b0d2,0.0,ICHI,IMX,ICHI,,,,,,
0x6b4e4300e34082a4c66a263a0bf3793d10c53c5b,0x4585fe77225b41b697c938b018e2ac67ac5a20c0,0.0,WBTC,WETH,WETH,,,,,,
0xfaeccee632912c42a7c88c3544885a8d455408fa,0x6dedf50966dbef7c5dec3607debe118f28b6bf33,,oneUNI,ICHI,oneUNI,624.1588888888889,1000.0,3929.3,292.9,-7.2,-43.943652696094986
0x3a4411a33cfef8bc01f23ed7518208aa38cca824,0x8cf2cde951304acfd5a50dca3a7a9b81dc36b196,,FUSE,oneFUSE,oneFUSE,588.4252777777778,1000.0,443.2,-55.7,-83.8,-82.23352333958708
0x2a8e09552782563f7a076ccec0ff39473b91cd8f,0xca2837102f5326159f8bede06f3b5da2b06bd9c2,,oneWING,pWING,oneWING,582.5288078703703,1000.0,50915.5,4991.6,-48.4,376.33723261493446
0x98bad5ce592dcfe706cc95a1b9db7008b6d418f8,0x5897753d0c9b7e0a690035bef6e243bd896e18fb,,OJA,oneOJA,oneOJA,533.0470601851852,1000.0,836797.0,83579.7,-83.1,-66.63314207246482
0x5318c21c96256ce4b73c27d405147df97d28e0be,0xe45d8aa9a5497b8755e55bb91432fe8f555b94c0,,ICHI,oneBTC,oneBTC,503.53520833333334,1000.0,1435.0,43.5,-89.3,-88.98446475516697
0x46f9490bcbcd0a12d3d8578b5b3ab19f8ef0617d,0x9e200055592f345743ae7450756700d424f302e9,,ICHI,oneICHI,oneICHI,447.0910763888889,1000.0,763.9,-23.6,-15.1,-14.16346537330592
0xc3151a58d519b94e915f66b044de3e55f77c2dd9,0x6e677caea6a20a1d16e151c93af7e5959da68e4d,,oneGIV,GIV,oneGIV,393.4829398148148,1000.0,691.9,-30.8,-49.5,-47.352809083053224
0xf6d4cdf6a9a82aa56d2f2e1825b9f8e6052d8c46,0x83120de2f1fdd3076b66cc35a74476ee057bceda,,ICHI,FUSE,FUSE,386.5498958333333,1000.0,1569.8,57.0,8.0,58.13775171435617
0xe0b60ac202530017e5f06561156531c3adfc5c8f,0x8d574a856817dcffbe41d0f077192f7c83cd4bb7,,ICHI,ALLY,ALLY,378.2394675925926,1000.0,1088.1,8.8,6.7,6.403187643679573
0x54114cc2eafc82410c9c21bf40519406957d6c44,0x67f9808238b92d228f3d7152b96e6f95c223d5af,,ICHI,HOME,HOME,366.3482060185185,1000.0,990.8,-0.9,1.3,-0.9370987918547258
0xb1765340b4526ab67b9929546a2aeeb440326ed0,0x036909a490d9bd63877b58a03db89303f89eda0c,,ICHI,BOBA,BOBA,366.34538194444445,1000.0,394764.1,39376.4,-3.0,36.09472010258715
0x88dde82a09d35551ce77f206bfb1d27d2ff80fbe,0x9dab8d770cee2c23062fbe4d77fef2795eecc22b,,ICHI,CHO,CHO,285.2836111111111,1000.0,1426.3,42.6,62.7,62.66625910092184
0x7a2410f9285374c01947b72cb44dd36388582762,0x9e3f0082c321617c30662c53504be9d9e8b061d1,,ICHI,GIV,GIV,273.02416666666664,1000.0,1032.4,3.2,4.1,4.121862492971083
0xe88952d8d7f8ecdf5e54574c5ef3e198d831ea91,0xae9c538035ddcf811d586c975feae197408d2c50,,ICHI,COW,COW,273.0163888888889,1000.0,1020.9,2.1,2.9,2.926853324691245
0xa3016d1565f97f1600729caf6e42132188ca100a,0x57a233f61f54dba7f639e017abb167bc23ed1d49,,ICHI,SWISE,SWISE,273.0229166666667,1000.0,1007.3,0.7,1.0,0.9775594090339617
0x169f655711345ff16dda4ccd29ce1cb9c897eb90,0x6bbfaeee6d8f743073163e235e66bf3b12bd1b8b,,ICHI,FIDU,FIDU,273.0204166666667,1000.0,1000.0,0.0,0.0,1.0720979310485363e-14
0x7ee8773ab15a237657e418db3642c2eb1e6fec7d,0x7a2cd1e7606b1146e12a149a72b31481d3462490,,ICHI,OUSD,OUSD,273.0234722222222,1000.0,780.4,-22.0,-29.2,-29.203450363103066
0x5edda12a9bbfa368c839d9de44047493991084cb,0x0661cb57cb33f9fa255576d1cc5e15857dfc6ae2,,ICHI,MIDAS,MIDAS,261.2608333333333,1000.0,1000.0,0.0,-0.0,-3.329662173528949e-07
0x49492cb4e60e32b149c2af35156c3757fca147a9,0x998d5285f62d5758a421d3bff534d4f60b0b7022,,ICHI,BANK,BANK,260.23319444444445,1000.0,1000.0,0.0,-0.0,-1.4361353416650863e-14
0x18379571f965098d6539726d0e51ea48120c5277,0x699ab3d405da40e2a0a9e61a5c58aa41a69fa900,,ICHI,Metis,Metis,260.2452777777778,1000.0,6445.2,544.5,5.1,0.8048494807141787
0xe52bcb075d0dcd994da43a343d16bec77314858d,0xa19f4acf0a65d9142216942e372c713e63e12542,,ICHI,sfrxETH,sfrxETH,260.13875,1000.0,1000.0,0.0,-0.0,-3.2537967059207903e-07
0x322971423daf131ddb3d4c1ac55623c1062cb53b,0x253ea8fbbfa03cec062fc23f6e2aae7dfb1bc0ed,,ICHI,QRDO,QRDO,244.46597222222223,1000.0,1000.0,0.0,-0.0,-1.692720204000875e-14
0x8b99fb11aae84435fd22043a4912090e13ca0753,0x3f29ddbc207a5e60628b7a2c564b94c24c64f887,,ICHI,ASTO,ASTO,238.05152777777778,1000.0,1000.0,0.0,0.0,1.9684694018352513e-14
0xf38f545f8c3117c00282e85b6cc12bb2cbba76c1,0x20f4b0d302c3162521dba81463970efcea03b2e2,,ICHI,COC,COC,182.95388888888888,1000.0,1014.3,1.4,3.5,3.4998931195212335
0x4549a725403a6e063ea6cabda00fa715c2092e76,0x6899ed3ea9c6a1e2d0fdeed60c99e3306d571c61,,alETH,alUSD,alETH,172.43138888888888,1000.0,1000.0,0.0,-0.0,-1.1059114581133539e-07
0xb770c6a8b2aff758baa68d347e8f8c3866740769,0x6899ed3ea9c6a1e2d0fdeed60c99e3306d571c61,,alETH,alUSD,alUSD,172.43625,1000.0,1000.0,0.0,-0.0,-1.1059115264994059e-07
